GeneId	Chr	Start	End	Intron_Start	Intron_End	Log2TPMRatio	TPM_1	TPM_2	minusLog10PValue	PValue	RValue_1	RValue_2
SLC5A9	chr1	48688357	48714316	48696378	48697216	-2.74833	0.00110128	0.00739991	5.40834	3.90537e-06	0.116403	-1.34827
SLC5A9	chr1	48688357	48714316	48698175	48699326	-2.29389	0.000857627	0.00420561	4.06955	8.52021e-05	-2.00132	-0.878822
SLC5A9	chr1	48688357	48714316	48705210	48708128	-2.87607	0.000546839	0.00401459	8.44259	3.60919e-09	-0.908594	-1.55604
AGBL4	chr1	48998527	50489626	49193716	49201910	1.25738	0.0651616	0.0272572	5.08447	8.2324e-06	-0.214328	-0.483992
AGBL4	chr1	48998527	50489626	49202125	49208294	-0.46428	0.0500006	0.0689823	3.94432	0.000113679	-0.273488	-0.211017
AGBL4	chr1	48998527	50489626	49208444	49224571	-1.47277	0.0788727	0.218914	18.532	2.93754e-19	-0.179283	-0.0698825
AGBL4	chr1	48998527	50489626	49227143	49242277	-0.352766	0.0182293	0.023279	2.19007	0.00645544	-0.65307	-0.552602
AGBL4	chr1	48998527	50489626	49711537	49723082	-1.44601	0.000108648	0.000296017	2.88238	0.00131106	3.29267	-3.04376
AGBL4	chr1	48998527	50489626	49723150	49731814	1.13663	0.00441935	0.00201002	6.70021	1.99429e-07	0	-1.07189
AGBL4	chr1	48998527	50489626	49734967	49839872	0.401541	0.000464491	0.000351643	2.16931	0.00677151	0.00431494	-2.86329
AGBL4	chr1	48998527	50489626	50317191	50489434	0.412359	0.00113009	0.000849141	2.33088	0.00466787	0	-3.07756
LOC101929721	chr1	49723083	49734966	49723150	49731814	1.07426	0.00464278	0.00220493	6.16824	6.78825e-07	0	0
ELAVL4	chr1	50513686	50669457	50513855	50569581	-0.86454	0.000103587	0.000188607	2.04847	0.00894405	2.45479	0.555281
TTC39A	chr1	51752930	51810788	51753953	51754510	-2.98594	0.0158707	0.125734	10.8797	1.31909e-11	-0.859668	-0.654853
TTC39A	chr1	51752930	51810788	51761843	51763462	-1.50064	0.00223894	0.00633546	4.94251	1.14155e-05	-0.964375	-1.15669
ZYG11B	chr1	53192131	53293013	53237447	53245524	-0.920301	1.04016	1.96851	14.0753	8.40783e-15	-0.693144	-0.380943
SCP2	chr1	53392901	53517289	53453809	53458929	0.768187	0.324753	0.19068	5.32543	4.72688e-06	-2.14352	-0.861642
LOC100507564	chr1	53704282	53708455	53705018	53707518	-1.99025	0.00394478	0.0156729	4.26858	5.38789e-05	-3.012	-0.928444
LRP8	chr1	53708041	53793821	53742751	53746258	-1.03364	0.0323295	0.0661845	3.58329	0.000261043	-0.29226	-0.238615
DIO1	chr1	54359861	54376759	54370483	54371767	1.59845	0.0201162	0.006643	9.05399	8.83105e-10	-1.40291	-0.919298
MROH7	chr1	55107413	55175940	55158235	55161048	-1.58579	0.000370887	0.0011133	2.46286	0.00344461	-2.60129	0.0637832
MROH7-TTC4	chr1	55107413	55208328	55158235	55161048	-1.58579	0.000370887	0.0011133	2.46286	0.00344461	-2.60129	0.0637832
TTC22	chr1	55246752	55266941	55247453	55247997	2.84694	0.0664077	0.00923005	7.36184	4.34674e-08	-0.815647	-0.990875
PCSK9	chr1	55505149	55530526	55527230	55529041	-0.974435	0.000463407	0.000910535	2.09674	0.00800308	0.312474	0.103378
PRKAA2	chr1	57110990	57181008	57111155	57140053	-0.925333	0.000132563	0.000251753	2.47779	0.00332818	1.10188	-2.34672
C1orf168	chr1	57184477	57285369	57233612	57252847	-1.35186	0.000131085	0.000334581	4.73534	1.83933e-05	1.28084	0.133777
DAB1	chr1	57463579	58716211	57756839	58115263	0.488749	0.000454258	0.000323724	2.63942	0.00229395	-0.771457	0.0416773
LINC01135	chr1	59250823	59365384	59359390	59361928	4.06867	0.0207099	0.0012342	9.41544	3.84203e-10	-1.84101	0.0755432
FGGY	chr1	59762625	60228402	59981468	60019795	0.87618	0.00483434	0.00263379	4.4623	3.44908e-05	-0.983608	-0.975015
FGGY	chr1	59762625	60228402	60198969	60223602	1.80554	0.016866	0.0048249	14.7714	1.6929e-15	-0.5198	-1.91784
C1orf87	chr1	60456066	60539442	60476129	60491072	-1.41279	0.000113977	0.000303465	2.41381	0.00385649	2.63447	0.403722
LOC101926964	chr1	61125303	61291256	61199195	61291007	-1.06636	0.000367619	0.000769846	4.74172	1.81251e-05	0.00742076	0
TM2D1	chr1	62146719	62191095	62147023	62149088	1.17239	1.04152	0.462107	11.658	2.19769e-12	-1.06908	-0.89394
KANK4	chr1	62701837	62785083	62713345	62718738	-1.20629	0.000554852	0.00128029	2.13258	0.00736924	-0.934087	-2.22383
ANGPTL3	chr1	63063158	63071976	63068052	63069639	1.13347	0.0190399	0.00867872	4.62053	2.39593e-05	-0.98283	-0.952913
LINC00466	chr1	63624754	63782901	63630027	63635822	-1.62525	0.000118903	0.000366811	2.01837	0.00958589	-2.27018	0.343802
PGM1	chr1	64058947	64125916	64089432	64095095	0.991729	0.0087825	0.0044165	5.11415	7.6887e-06	-1.21543	-0.875302
UBE2U	chr1	64669490	64710027	64686591	64698243	1.14569	0.000694656	0.000313965	2.70438	0.00197523	-3.54349	0.301772
UBE2U	chr1	64669490	64710027	64707417	64709812	3.05191	0.00312736	0.000377104	4.88416	1.30568e-05	-1.35694	0.387817
RAVER2	chr1	65210778	65298914	65280524	65296521	-1.81489	0.207973	0.731719	18.532	2.93754e-19	-1.69298	-0.37512
LINC01359	chr1	65445260	65468159	65445552	65452945	2.42879	0.0141282	0.00262391	7.21319	6.12076e-08	-2.07032	0.00816865
DNAJC6	chr1	65730377	65881552	65730616	65811293	-0.965119	0.000584296	0.00114068	6.02236	9.49824e-07	-1.11852	0
DNAJC6	chr1	65730377	65881552	65811407	65830317	-1.815	0.000263569	0.000927397	4.70368	1.97842e-05	0.379593	-1.40673
LEPR	chr1	65886335	66103176	65991502	66031228	1.25842	0.00857297	0.00358352	8.63381	2.32376e-09	-0.186263	0
PDE4B	chr1	66258193	66840262	66516402	66713142	0.411347	0.000626329	0.00047095	2.40321	0.00395178	0	0
PDE4B	chr1	66258193	66840262	66731771	66797790	-0.54621	0.00559124	0.00816457	3.77301	0.00016865	-0.883482	-0.61983
PDE4B	chr1	66258193	66840262	66820578	66821209	1.64963	0.437663	0.139493	6.37674	4.20007e-07	-1.12172	-0.780138
SGIP1	chr1	66999252	67216822	67098778	67101626	-1.4797	0.00011011	0.000307085	2.10934	0.00777435	-4.68976	0.421357
WDR78	chr1	67278572	67390570	67288201	67292502	1.186	0.00416817	0.00183199	3.53674	0.000290578	-1.71883	-0.35781
C1orf141	chr1	67557859	67600654	67562005	67568920	-1.16523	0.00020571	0.000461343	2.40518	0.00393388	0.773444	0.172007
C1orf141	chr1	67557859	67600654	67579440	67581034	-2.84257	0.000114775	0.000823281	2.10934	0.00777435	2.73713	0.14317
IL12RB2	chr1	67773047	67862583	67804387	67816552	1.32751	0.00479657	0.00191122	4.74172	1.81251e-05	-2.55303	-0.602693
IL12RB2	chr1	67773047	67862583	67852353	67855711	1.1147	0.0311015	0.0143623	5.20393	6.25279e-06	-0.629491	-0.450704
LRRC7	chr1	70225858	70589171	70303967	70385004	1.24825	0.00190666	0.000802629	9.10915	7.7776e-10	0	0
LRRC7	chr1	70225858	70589171	70555503	70573434	1.17456	0.00175585	0.000777876	4.42925	3.72181e-05	0.00401363	0.0138041
NEGR1	chr1	71868625	72748277	71873254	72058499	0.836316	0.000434182	0.000243173	3.71031	0.000194845	-2.40773	-0.340169
NEGR1	chr1	71868625	72748277	72058652	72076708	-0.638854	0.000121249	0.000188796	2.50296	0.0031408	-4.58053	0.543465
NEGR1	chr1	71868625	72748277	72241981	72259914	-0.921571	0.000106026	0.000200833	4.04515	9.01256e-05	-4.66835	0.364248
NEGR1	chr1	71868625	72748277	72400995	72748001	1.45564	0.00271939	0.000991467	15.9603	1.0957e-16	-1.76309	-0.35418
LRRIQ3	chr1	74491702	74663871	74575238	74621416	1.55914	0.000891619	0.000302574	6.1772	6.6496e-07	-3.04774	0.0997464
LRRIQ3	chr1	74491702	74663871	74621551	74648221	4.86309	0.00912916	0.000313687	9.85469	1.39736e-10	-0.852967	0.200709
RABGGTB	chr1	76251879	76260775	76251960	76252756	-0.424071	1.43214	1.92151	5.67046	2.1357e-06	-0.671003	-0.913105
PIGK	chr1	77554667	77685132	77588045	77620133	-0.72587	2.1186	3.50394	16.0974	7.99011e-17	-0.825804	-0.0530881
FAM73A	chr1	78245309	78345225	78272787	78279418	1.32635	1.32278	0.527494	11.7921	1.61414e-12	-0.934684	-2.28853
GIPC2	chr1	78510646	78604133	78546545	78560635	1.27961	0.00320263	0.00131919	6.92335	1.19303e-07	-0.883959	-0.584541
MGC27382	chr1	78695283	78835147	78695414	78715867	0.387482	0.00118693	0.000907363	2.34433	0.00452559	0.00296765	0.00590089
ADGRL4	chr1	79355449	79472495	79358875	79383318	-0.953981	0.0001	0.000193721	2.74378	0.00180395	5.42009	0.740561
ADGRL4	chr1	79355449	79472495	79392777	79401979	-1.69328	0.000745209	0.00240994	7.13593	7.31259e-08	-0.252793	0
ADGRL4	chr1	79355449	79472495	79412112	79470754	-0.709941	0.000102196	0.000167165	2.04847	0.00894405	2.27007	0.698714
LINC01361	chr1	83439566	83451891	83444970	83450542	2.93717	0.0913307	0.0119245	6.10477	7.85658e-07	-0.994182	-1.12249
LOC101927587	chr1	84041471	84326679	84044356	84215880	4.54178	0.0118088	0.000506984	6.55915	2.7596e-07	-0.823611	-1.64882
MIR548AP	chr1	84259598	84379059	84259790	84267198	5.89394	0.0272193	0.000457745	8.65022	2.23758e-09	-3.98986	0.227086
MIR548AP	chr1	84259598	84379059	84268935	84315589	5.06951	0.0400116	0.00119154	5.93755	1.15464e-06	-3.47614	0
MIR548AP	chr1	84259598	84379059	84315706	84326090	5.84354	0.0241981	0.000421407	7.51564	3.05043e-08	-4.14948	0.160793
MIR548AP	chr1	84259598	84379059	84326230	84326501	3.96159	0.0116412	0.000747203	3.36865	0.000427907	-5.16217	0.190864
MIR548AP	chr1	84259598	84379059	84326680	84335056	4.54218	0.00857023	0.000367842	8.17101	6.74516e-09	-5.5935	0.202395
MIR548AP	chr1	84259598	84379059	84335766	84348645	4.82281	0.024327	0.000859565	8.80455	1.56837e-09	-4.14227	0.0314212
MIR548AP	chr1	84259598	84379059	84348820	84356003	3.18501	0.00206201	0.000226728	2.96825	0.00107584	-7.62578	0.606131
MIR548AP	chr1	84259598	84379059	84356165	84369761	2.55602	0.00232669	0.00039564	2.09529	0.00802994	-7.45253	0.187209
MIR548AP	chr1	84259598	84379059	84377047	84379036	3.76069	0.00209969	0.000154908	2.13937	0.00725482	0.0494372	1.40215
LOC101927560	chr1	84267199	84326229	84268935	84315589	5.00734	0.0419157	0.00130322	5.82803	1.48584e-06	-1.04657	-0.386144
TTLL7	chr1	84335057	84464833	84335766	84348645	4.76103	0.0254857	0.0009399	8.70365	1.97854e-09	-0.662414	-0.477655
TTLL7	chr1	84335057	84464833	84379060	84383286	2.67221	0.00653124	0.00102466	6.47535	3.34699e-07	-0.817764	-0.629879
TTLL7	chr1	84335057	84464833	84383374	84385381	4.32503	0.00483594	0.000241278	2.63149	0.00233622	-2.3105	0.698433
TTLL7	chr1	84335057	84464833	84408363	84412806	3.16172	0.00163236	0.000182407	2.70368	0.00197843	-1.64373	0.907807
TTLL7	chr1	84335057	84464833	84412966	84414310	3.3632	0.00226226	0.000219846	2.57642	0.00265207	-1.69553	0.831404
TTLL7	chr1	84335057	84464833	84418071	84464613	1.61844	0.000573735	0.000186858	3.22121	0.000600881	-2.20341	0.490821
PRKACB	chr1	84543658	84704181	84630106	84639011	-1.60185	0.00923537	0.0280323	9.06041	8.70133e-10	-1.07853	-0.998711
DNASE2B	chr1	84864215	84880691	84878230	84880210	-1.97607	0.000213529	0.000840061	2.26095	0.0054834	-0.267778	-1.91618
SPATA1	chr1	84971984	85022178	84972102	84972118	1.02623	1.28545	0.631145	3.38916	0.000408171	-0.262205	-0.286644
SPATA1	chr1	84971984	85022178	85011443	85014468	0.656951	0.101564	0.0644134	4.7099	1.95031e-05	-1.07106	-0.633159
LINC01461	chr1	85063647	85086714	85063780	85084415	0.940708	0.00154578	0.000805317	2.45728	0.00348913	-0.920348	-1.12863
MCOLN3	chr1	85483765	85514223	85484941	85486752	4.18163	0.0161241	0.000888546	7.31349	4.85862e-08	-1.3689	-0.773371
MCOLN3	chr1	85483765	85514223	85487876	85487981	4.54685	0.0317649	0.00135897	3.23432	0.000583013	-1.11406	-0.569289
MCOLN3	chr1	85483765	85514223	85491968	85494788	4.28262	0.016948	0.000870806	8.38728	4.09937e-09	-1.60206	-0.77365
MCOLN3	chr1	85483765	85514223	85498640	85499780	5.50795	0.0162294	0.000356651	7.19601	6.36782e-08	-2.12814	0.433656
MCOLN3	chr1	85483765	85514223	85499935	85506692	6.31855	0.0180141	0.000225705	11.6682	2.14702e-12	-1.62842	0.722202
MCOLN3	chr1	85483765	85514223	85511046	85514078	6.40749	0.0119204	0.000140426	11.0486	8.94105e-12	-1.61819	1.67
WDR63	chr1	85527981	85598821	85528170	85537610	2.16376	0.0021334	0.000476118	5.22042	6.01977e-06	-1.1399	-0.643871
WDR63	chr1	85527981	85598821	85564342	85570206	1.58163	0.00673732	0.00225096	4.74172	1.81251e-05	-2.55384	-0.308063
SYDE2	chr1	85623356	85666728	85648884	85655739	0.83988	0.00887461	0.00495816	3.17906	0.000662122	-0.985281	-3.16871
DDAH1	chr1	85784168	86044046	85790567	85816097	1.12902	0.0157384	0.00719599	6.59092	2.56495e-07	-1.10036	-0.818906
DDAH1	chr1	85784168	86044046	85930890	85961848	1.03914	0.0014486	0.000704914	2.12156	0.0075585	-0.748577	-0.274487
DDAH1	chr1	85784168	86044046	85961965	86043666	0.924787	0.00192843	0.00101582	2.17283	0.00671693	-0.557918	0
CYR61	chr1	86046444	86049648	86047262	86047610	2.25471	0.00830813	0.00174087	2.61732	0.00241365	-0.637856	-0.377457
CYR61	chr1	86046444	86049648	86047968	86048098	2.67446	0.0114939	0.00180043	2.22847	0.00590919	-0.913464	-1.76503
COL24A1	chr1	86194916	86622121	86211190	86227078	0.794209	0.00405076	0.00233591	4.79453	1.60499e-05	-0.765647	-2.76412
COL24A1	chr1	86194916	86622121	86289422	86304267	0.874098	0.00475816	0.00259603	4.82297	1.50323e-05	-0.985969	-1.82497
COL24A1	chr1	86194916	86622121	86488691	86497560	-1.18348	0.0001	0.000227124	2.74378	0.00180395	-4.27094	0.60482
ODF2L	chr1	86812507	86862025	86814562	86815776	0.511608	0.447051	0.313579	2.49545	0.0031956	-0.475749	-0.303525
CLCA4	chr1	87012759	87046432	87033335	87036759	1.95668	0.000834456	0.000214973	2.1906	0.00644766	-0.245904	-5.11811
CLCA4	chr1	87012759	87046432	87036938	87038296	2.05168	0.0217222	0.00523944	5.7682	1.70528e-06	-0.552296	-1.76312
CLCA4	chr1	87012759	87046432	87040439	87041014	2.28966	0.0153797	0.00314551	3.63937	0.000229421	-0.991244	-2.33422
CLCA3P	chr1	87099959	87121059	87100136	87101282	3.4233	0.0076949	0.000717279	5.50595	3.11927e-06	-0.0539639	0.173967
CLCA3P	chr1	87099959	87121059	87101424	87101638	2.44386	0.0145199	0.00266863	2.18074	0.00659575	-0.957197	-0.828017
CLCA3P	chr1	87099959	87121059	87101787	87102482	3.19572	0.0147168	0.00160622	6.19984	6.31184e-07	-1.28886	-0.894138
CLCA3P	chr1	87099959	87121059	87102592	87104540	3.05461	0.0119019	0.00143247	7.28976	5.13148e-08	-1.35648	-0.832752
CLCA3P	chr1	87099959	87121059	87109773	87111659	2.17911	0.00669084	0.00147741	5.07908	8.33531e-06	-1.14999	-0.280779
CLCA3P	chr1	87099959	87121059	87111838	87112845	3.62461	0.00630111	0.000510859	4.68034	2.08764e-05	-0.959331	-0.889716
CLCA3P	chr1	87099959	87121059	87114259	87114816	5.61471	0.00490001	0.0001	3.79545	0.000160157	-0.966663	-3.28362
LINC01140	chr1	87595448	87634886	87595678	87597608	2.14504	0.00427059	0.000965535	4.23124	5.87164e-05	-0.702259	-0.929555
FLJ27354	chr1	90090408	90098453	90090765	90097574	2.24435	0.252983	0.0533917	11.3326	4.64931e-12	-0.568378	-1.10917
LRRC8D	chr1	90286573	90401989	90286851	90287479	1.08752	0.0793074	0.0373197	4.51651	3.04428e-05	-0.729544	-0.501247
LRRC8D	chr1	90286573	90401989	90287745	90309196	1.77925	0.139424	0.040619	18.532	2.93754e-19	-1.01458	-0.944508
HFM1	chr1	91726323	91870426	91728150	91731573	-1.94926	0.00101261	0.00391045	8.64581	2.26043e-09	-1.67882	-0.437505
HFM1	chr1	91726323	91870426	91733413	91739268	-1.19009	0.000180422	0.000411664	2.15353	0.00702218	-2.2673	0.270454
HFM1	chr1	91726323	91870426	91742620	91778905	0.867062	0.00297808	0.00163277	5.70264	1.98316e-06	-0.20032	0
CDC7	chr1	91966404	91991321	91966861	91967210	2.56489	0.139143	0.0235155	8.20327	6.26227e-09	-0.739497	-1.10108
TGFBR3	chr1	92145900	92371559	92181952	92182124	3.55484	0.0311824	0.00265336	4.55114	2.81102e-05	-5.8826	-0.70089
TGFBR3	chr1	92145900	92371559	92263029	92266515	3.67263	0.00852108	0.000668224	8.14144	7.22045e-09	-7.26279	-0.63943
TGFBR3	chr1	92145900	92371559	92327202	92351434	4.37816	0.00784367	0.000377191	10.1925	6.42004e-11	-7.14272	0.174396
TGFBR3	chr1	92145900	92371559	92351837	92365193	2.31387	0.00296214	0.000595748	7.61099	2.44913e-08	-5.77118	-0.517427
C1orf146	chr1	92683573	92711367	92697044	92707768	1.27654	0.00449064	0.00185367	6.97118	1.06862e-07	-0.729273	0.00867372
C1orf146	chr1	92683573	92711367	92707863	92709773	2.8025	0.0248282	0.00355885	9.06726	8.56526e-10	-0.19742	-0.243193
GFI1	chr1	92940318	92952433	92949357	92951570	3.29587	0.0460553	0.00468947	8.65663	2.2048e-09	-0.782471	-1.04324
GFI1	chr1	92940318	92952433	92951629	92952282	3.40818	0.00526818	0.000496244	3.33441	0.000463011	-1.8421	0.311238
FAM69A	chr1	93298286	93427079	93299016	93299101	-0.691752	7.21116	11.6478	8.5877	2.58407e-09	-0.988677	-1.04578
FAM69A	chr1	93298286	93427079	93342708	93426932	3.05819	0.106396	0.0127737	18.532	2.93754e-19	-1.25804	-0.936902
CCDC18	chr1	93646273	93744287	93724443	93730257	1.45571	1.81536	0.661836	10.3713	4.25298e-11	-0.875089	-0.981591
ABCA4	chr1	94458394	94586705	94467549	94470996	2.5026	0.000835976	0.000147516	2.93364	0.0011651	-0.315899	-2.25739
ABCA4	chr1	94458394	94586705	94528874	94543245	-1.82888	0.000116541	0.000414026	2.03054	0.00932097	2.1729	0.268758
TMEM56	chr1	95558073	95663161	95558438	95582893	1.17952	0.000803598	0.000354788	3.03669	0.000918997	-0.804678	-0.488492
TMEM56	chr1	95558073	95663161	95583648	95609446	1.40073	0.0378577	0.0143381	2.70568	0.00196933	-0.32418	-0.157148
TMEM56-RWDD3	chr1	95583479	95710509	95583648	95609446	1.33711	0.0398094	0.0157571	2.49545	0.0031956	-1.87412	-0.977038
TMEM56-RWDD3	chr1	95583479	95710509	95699872	95705332	1.44799	0.259609	0.0951551	14.2658	5.42241e-15	-0.413367	-0.24721
TMEM56-RWDD3	chr1	95583479	95710509	95705466	95709766	1.39701	0.38081	0.144599	13.6233	2.38047e-14	-0.294183	-0.167355
LOC101928118	chr1	95628775	95699538	95630755	95639371	1.3896	0.0101492	0.00387364	2.80967	0.00155	-1.47792	-0.733734
SNX7	chr1	99127236	99226056	99167460	99203792	1.60809	0.00227869	0.000747483	3.33888	0.000458264	-3.53917	0.0435409
LPPR5	chr1	99355801	99470449	99358661	99380341	-0.883707	0.000109006	0.000201128	2.20511	0.00623584	2.73944	0.580924
LPPR5	chr1	99355801	99470449	99387615	99418625	-0.976251	0.000116975	0.000230131	2.18029	0.00660255	2.11219	0.46301
LOC100129620	chr1	99469832	99614408	99470450	99609591	-0.300823	0.0134911	0.0166189	2.00466	0.00989329	0	0
MIR548AA1	chr1	100154611	100178513	100160098	100174258	-1.28832	0.0223854	0.0546752	5.76743	1.70832e-06	-0.445259	0
MIR548AA1	chr1	100154611	100178513	100174677	100174753	-1.91281	0.042212	0.158946	4.58185	2.61907e-05	-0.251598	0.000134475
MIR548AA1	chr1	100154611	100178513	100174816	100176389	-0.739112	0.0441844	0.0737503	2.72572	0.00188052	-0.242534	0
MIR548D1	chr1	100154611	100178513	100160098	100174258	-1.28832	0.0223854	0.0546752	5.76743	1.70832e-06	-0.445259	0
MIR548D1	chr1	100154611	100178513	100174677	100174753	-1.91281	0.042212	0.158946	4.58185	2.61907e-05	-0.251598	0.000134475
MIR548D1	chr1	100154611	100178513	100174816	100176389	-0.739112	0.0441844	0.0737503	2.72572	0.00188052	-0.242534	0
AGL	chr1	100315640	100389579	100316455	100316530	-0.756501	0.119974	0.202683	2.42246	0.00378044	-0.757682	-0.801671
LINC01349	chr1	101092606	101112560	101094499	101106044	0.761965	0.00238459	0.00140618	2.83826	0.00145123	0.00443369	0.00761987
EXTL2	chr1	101337928	101360735	101346608	101354308	3.93011	0.0528234	0.00346534	14.9872	1.0299e-15	-1.23866	0
OLFM3	chr1	102268123	102462790	102360300	102433075	-1.332	0.000137343	0.000345761	5.07261	8.46041e-06	0.48017	0.015888
COL11A1	chr1	103342023	103574052	103388946	103400004	0.735197	0.00322687	0.0019385	4.7099	1.95031e-05	0	0
COL11A1	chr1	103342023	103574052	103471872	103474018	-2.26201	0.000120826	0.000579552	2.10934	0.00777435	2.37671	0.2079
LOC101928436	chr1	103960701	104068105	103975719	104068017	3.29617	0.00598943	0.000609733	15.697	2.00928e-16	0	-1.26666
FNDC7	chr1	109255556	109285367	109268627	109270429	-1.32883	0.00876381	0.0220146	4.78368	1.64557e-05	-1.47432	-0.92384
GPSM2	chr1	109419603	109473044	109446877	109456959	1.99412	0.0589222	0.0147907	13.3666	4.29944e-14	-0.966499	-1.81392
CLCC1	chr1	109472130	109506121	109475124	109477246	3.41666	1.11741	0.104639	18.532	2.93754e-19	-0.79307	-0.812666
WDR47	chr1	109512838	109584850	109533952	109538201	-0.570138	11.5896	17.2067	11.7248	1.8847e-12	-0.169211	-0.0211778
PSMA5	chr1	109941653	109969108	109944713	109952549	0.662785	1.47999	0.934846	5.9652	1.08342e-06	-0.31037	-0.327008
SYPL2	chr1	110009100	110024764	110019600	110020439	1.84558	0.00534595	0.00148748	2.94596	0.00113252	-0.0780725	-1.28297
ATXN7L2	chr1	110026561	110035420	110026703	110028678	1.76294	0.364599	0.107428	16.7059	1.96815e-17	-0.408606	-1.59475
GNAT2	chr1	110145889	110155705	110146167	110146572	0.948489	0.0331465	0.0171757	2.45418	0.00351413	-1.16301	-0.891611
AMPD2	chr1	110162435	110174677	110163889	110166609	1.03768	0.127475	0.0620945	7.349	4.47709e-08	-0.76344	-1.17226
GSTM2	chr1	110210644	110226619	110224457	110225828	4.868	0.0425595	0.00145741	10.2688	5.38579e-11	-1.56459	0.0637136
CSF1	chr1	110453233	110473616	110469366	110471473	1.97656	0.00670754	0.00170435	2.4046	0.00393913	-1.10664	-0.525632
SLC6A17	chr1	110693132	110744823	110693506	110709464	-0.49665	0.000234317	0.000330606	3.0917	0.000809656	-0.558725	0.153326
SLC6A17	chr1	110693132	110744823	110738368	110740058	1.9519	0.00270835	0.000700042	3.45735	0.000348862	-1.29487	0.187191
SLC16A4	chr1	110905473	110933704	110906536	110918079	1.35452	0.725831	0.283847	11.9284	1.17914e-12	-0.967514	-0.582405
KCNA2	chr1	111136202	111174096	111148976	111174016	4.22604	0.00668005	0.000356956	8.82905	1.48235e-09	-0.530524	0.125017
RAP1A	chr1	112162405	112259317	112162970	112170091	0.883662	0.0944592	0.0511959	5.76743	1.70832e-06	-0.775663	-0.736487
KCND3	chr1	112318454	112531777	112318901	112319647	-1.74822	0.00257814	0.00866112	4.77989	1.66001e-05	-1.45643	-0.678301
LINC01356	chr1	113362791	113393265	113363164	113366274	-1.16706	0.000639192	0.00143533	2.04096	0.00909998	-0.58488	-0.788668
LOC100996251	chr1	113554309	113615724	113556462	113591044	4.46061	0.0847841	0.00385068	18.532	2.93754e-19	-0.977121	-0.830633
MAGI3	chr1	113933475	114228545	113933972	114092136	0.498782	0.0220143	0.0155796	5.80003	1.58477e-06	-0.0810187	-0.219812
MAGI3	chr1	113933475	114228545	114216088	114223819	4.12741	0.0220329	0.00126065	11.3436	4.53338e-12	-0.542374	-3.00881
MAGI3	chr1	113933475	114228545	114223959	114224833	4.67673	0.0988737	0.00386585	10.2226	5.98923e-11	-0.518227	-1.89646
SYCP1	chr1	115397424	115537990	115456667	115466069	-0.651048	0.0533243	0.0837357	5.83278	1.46967e-06	-0.031641	0
CASQ2	chr1	116242626	116311426	116287534	116310928	-1.41002	0.0001	0.00026574	3.60244	0.00024978	6.47614	0.443809
LOC101928995	chr1	116461997	116468529	116462181	116464987	4.19449	0.00599215	0.000327278	6.46428	3.43335e-07	-1.19959	0.457198
LOC101928977	chr1	116465194	116519897	116468530	116502133	2.76879	0.0030636	0.000449513	7.36744	4.29101e-08	-2.36275	0.039259
ATP1A1	chr1	116915795	116947396	116916864	116925991	-1.26272	0.637731	1.53022	9.66449	2.16527e-10	-0.290335	-0.273041
LOC101929023	chr1	116966346	117021448	116995791	116997686	4.48921	0.0304141	0.00135422	8.41448	3.8505e-09	-0.589761	0.0686859
CD58	chr1	117057156	117113715	117061925	117064527	1.01244	0.700172	0.347081	4.9962	1.00878e-05	-1.4482	-0.546018
IGSF3	chr1	117117020	117210377	117149174	117150563	7.15304	0.132637	0.000931933	11.6166	2.41743e-12	-2.13405	0.113271
IGSF3	chr1	117117020	117210377	117156798	117158701	8.66795	0.230052	0.000565605	11.0384	9.15304e-12	-2.67381	-0.839706
PTGFRN	chr1	117452545	117532980	117452875	117484336	-1.43784	0.000152659	0.000413574	2.37614	0.00420595	0.831212	0.151338
LOC101929099	chr1	117568104	117602112	117576757	117578777	3.29367	0.0185665	0.00189337	7.53099	2.94452e-08	-0.576365	0.037162
LOC101929099	chr1	117568104	117602112	117579174	117592788	2.41611	0.0020698	0.0003878	6.62532	2.3696e-07	-2.43402	0.160131
LOC101929099	chr1	117568104	117602112	117592957	117601994	1.86773	0.00349007	0.000956295	6.46178	3.45322e-07	-2.42245	0.056986
LOC100996263	chr1	118139454	118148392	118139617	118147410	2.10824	0.00329803	0.000764914	6.02219	9.50178e-07	-1.24997	0.0716029
WARS2-IT1	chr1	119590028	119605910	119590156	119605476	0.958126	0.00864215	0.00444833	5.14395	7.17882e-06	-1.74496	-0.293562
LOC101929147	chr1	119683019	119818596	119776802	119804069	5.4275	0.128897	0.00299503	18.532	2.93754e-19	-0.682532	-1.0334
LOC101929147	chr1	119683019	119818596	119804340	119805524	2.31539	0.0032177	0.000646464	2.69834	0.0020029	-1.31746	-0.286126
HIST2H2BA	chr1	120906034	120914842	120906420	120914713	2.87807	0.11524	0.0156754	3.22247	0.000599141	-1.12239	-0.882399
LINC01138	chr1	143717588	143744519	143719956	143721044	-0.417165	0.399578	0.533557	5.0255	9.42972e-06	-2.41903	-0.569652
NBPF20	chr1	144146811	146467744	144179647	144180355	-0.483754	0.0451082	0.0630783	2.27748	0.0052786	-0.0381521	-0.0364103
NBPF20	chr1	144146811	146467744	144182060	144182695	-0.954137	0.0241806	0.0468481	2.11166	0.00773287	-0.167423	-0.0720751
NBPF20	chr1	144146811	146467744	144184425	144185133	-0.42431	0.0497965	0.0668235	2.15566	0.00698775	-0.0187049	-0.0206302
