GeneId	Chr	Start	End	Intron_Start	Intron_End	Log2TPMRatio	TPM_1	TPM_2	minusLog10PValue	PValue	RValue_1	RValue_2
TNR	chr1	175291935	175712752	175292613	175293491	-1.58828	0.042557	0.127965	2.45621	0.00349773	-0.975605	-0.950144
TNR	chr1	175291935	175712752	175299372	175304846	-1.39809	0.059639	0.15718	2.76716	0.00170937	-0.864335	-0.990666
RASAL2	chr1	178062864	178448648	178423784	178425834	1.57355	0.00724258	0.00243337	2.62883	0.00235055	-2.20704	-0.879694
RASAL2	chr1	178062864	178448648	178436557	178442209	1.37594	0.0130514	0.00502875	2.65081	0.00223455	-2.00275	-0.623481
KIAA1614	chr1	180882313	180915239	180887051	180897565	-0.571684	0.0121935	0.0181227	2.11899	0.00760351	-0.568968	-0.403724
RGSL1	chr1	182419256	182529732	182525358	182529413	-0.881533	0.00333582	0.00614569	3.32261	0.000475764	-0.979543	-0.990363
RGS21	chr1	192286122	192336414	192321344	192335050	-1.18653	0.000108189	0.000246245	2.18181	0.00657944	3.04952	0.524034
C1orf106	chr1	200860627	200884864	200860830	200863948	4.05943	0.00211142	0.000126638	6.56916	2.69673e-07	-0.993612	2.15553
LOC101929541	chr1	212386344	212458363	212403602	212407844	-1.40277	0.000357791	0.000946027	2.13142	0.00738884	0.317769	-3.08759
SPATA17	chr1	217804666	218041495	217975193	218036115	0.293482	0.000285951	0.000233316	2.90143	0.0012548	0.0261719	-3.25012
MIR548F3	chr1	218610975	219281452	218980530	219281428	-0.643049	0.000951154	0.00148535	3.4069	0.000391828	0	0
DNAH14	chr1	225117356	225586996	225288587	225305385	1.22825	0.00537127	0.00229264	3.13015	0.000741053	-1.61403	-0.286016
DNAH14	chr1	225117356	225586996	225306997	225328432	1.20952	0.00551853	0.00238629	3.01036	0.000976431	-3.22076	0
DNAH14	chr1	225117356	225586996	225328724	225332098	1.69757	0.00110559	0.000340858	3.11052	0.000775324	-2.03238	0.469252
DNAH14	chr1	225117356	225586996	225394923	225418774	2.06166	0.00174644	0.000418345	4.38144	4.15487e-05	-1.71375	-0.349423
DNAH14	chr1	225117356	225586996	225428525	225438357	0.604458	0.000785665	0.000516746	2.71356	0.00193391	-4.03761	-0.935988
DNAH14	chr1	225117356	225586996	225488733	225490857	2.69885	0.00173865	0.000267779	3.38288	0.000414116	-2.90166	0.644094
DNAH14	chr1	225117356	225586996	225519280	225520992	3.68924	0.0023475	0.000181984	4.31287	4.86549e-05	-2.32965	-0.915034
DNAH14	chr1	225117356	225586996	225525885	225528158	3.88817	0.00371149	0.000250665	3.98667	0.000103116	-1.96788	0.635305
PRSS38	chr1	228003418	228034171	228005182	228033170	0.699726	0.00110679	0.000681438	3.22539	0.000595134	-0.464808	-1.08027
WNT9A	chr1	228109165	228135676	228113221	228129290	2.04288	0.231871	0.0562703	4.34439	4.52487e-05	-0.654223	-0.595877
WNT3A	chr1	228194723	228248972	228210610	228238356	1.6003	0.00104146	0.000343483	2.3395	0.00457609	0.0177569	0.0852864
WNT3A	chr1	228194723	228248972	228238623	228246686	1.71939	0.00615299	0.00186852	3.16545	0.000683198	-0.653676	-1.2328
LOC101927787	chr1	234782035	234796670	234782252	234790971	0.736628	0.00392957	0.00235829	2.90462	0.00124561	-0.403863	-0.863145
PLD5	chr1	242251689	242687998	242612785	242687389	2.54065	0.0211048	0.0036272	3.00473	0.000989165	-0.505164	-0.0782398
AKT3	chr1	243651535	244006886	243652443	243663020	-0.554865	0.165396	0.242971	4.16844	6.78511e-05	-0.783451	-0.75822
KIF26B	chr1	245318287	245866428	245809583	245847534	-1.41566	0.00878098	0.0234261	6.25535	5.55453e-07	-0.49094	-0.552857
KIF26B	chr1	245318287	245866428	245852110	245861407	-1.55306	0.00561173	0.016467	2.82158	0.00150808	-0.900556	-1.36516
LOC101928272	chr10	9239329	9337556	9329020	9336312	0.606744	0.000166278	0.000109191	2.45077	0.00354182	-0.896713	3.31435
USP6NL#1	chr10	11502509	11653788	11574280	11606122	-0.585311	0.0884279	0.132674	5.55242	2.80274e-06	-0.652451	-0.85995
ECHDC3	chr10	11784356	11806065	11784746	11789347	-0.65085	0.0411511	0.0646111	2.75636	0.00175244	-0.306462	-0.143182
MALRD1	chr10	19337700	20023407	19377115	19392907	-0.762153	0.00733709	0.0124439	5.86657	1.35967e-06	0	0
BMI1	chr10	22610139	22620414	22610626	22615359	-0.587176	0.424136	0.637181	3.60225	0.00024989	-0.98588	-0.904109
GPR158	chr10	25464290	25891157	25465252	25509980	0.58062	0.000699707	0.000467877	2.58669	0.00259004	-0.257056	-0.507719
GAD2	chr10	26505236	26593491	26505815	26506538	2.15097	0.00399725	0.000900028	4.1221	7.54914e-05	-0.672005	0.0381988
GAD2	chr10	26505236	26593491	26590049	26592962	2.23874	0.00758841	0.00160776	6.34046	4.56607e-07	-1.04823	-0.8864
LINC00202-2	chr10	26932037	26942383	26937212	26937879	-0.734974	0.0414807	0.0690392	2.10077	0.00792919	-0.416307	-0.371489
ANKRD30BP3	chr10	45650110	45681489	45659537	45666871	-1.23261	0.00234604	0.00551302	4.75666	1.75122e-05	-0.274765	-0.033446
ANKRD30BP3	chr10	45650110	45681489	45666993	45667260	-2.61734	0.000945937	0.00580445	2.05042	0.0089039	-1.59434	-0.970937
ANKRD30BP3	chr10	45650110	45681489	45670079	45680731	-1.38604	0.00484225	0.0126557	6.0433	9.05101e-07	-0.987747	-0.657241
FAM35BP	chr10	46897641	46939145	46934888	46938167	-0.282497	0.0787352	0.0957655	2.37172	0.00424897	-0.909597	-0.782581
ARHGAP22	chr10	49654068	49864310	49659184	49661346	-1.06167	0.0137214	0.0286414	2.45579	0.00350113	-0.733361	-0.895689
ARHGAP22	chr10	49654068	49864310	49701693	49763507	-1.28979	0.000842557	0.00205999	2.7307	0.00185907	-0.659708	-1.3894
NPFFR1	chr10	72014713	72043450	72015584	72020395	0.920663	0.000453638	0.000239641	2.23844	0.00577512	-0.475993	0.589273
SYNPO2L	chr10	75404639	75415863	75408638	75410665	0.744952	0.012126	0.00723541	2.27705	0.00528381	-0.397458	-0.572791
DUPD1	chr10	76797594	76818272	76803776	76818072	2.52528	0.034511	0.00599476	4.3371	4.6015e-05	-0.885072	-1.04588
CDHR1	chr10	85954391	85979376	85954572	85955249	2.61411	0.0203316	0.00332082	6.6088	2.46149e-07	-0.59838	-0.421466
LRIT1	chr10	85991276	86001217	85994135	85996975	1.21232	0.000381856	0.0001648	2.76296	0.00172598	-0.650495	1.23206
LINC00865	chr10	91589250	91600618	91590062	91594957	0.778149	0.00166765	0.000972432	2.90248	0.00125175	-0.93783	-1.11004
LINC00865	chr10	91589250	91600618	91595015	91596974	0.973664	0.0275542	0.0140309	3.91867	0.000120594	-0.886839	-1.13398
LINC01375	chr10	91675246	91717130	91676529	91715631	0.959311	0.0129796	0.00667546	3.63952	0.000229338	-0.861606	-0.871489
CYP26C1	chr10	94821021	94828454	94824294	94825712	-1.23726	0.00476033	0.0112225	2.17625	0.00666426	-1.15985	-0.942932
CYP26C1	chr10	94821021	94828454	94826043	94828076	-1.40589	0.00402674	0.0106701	3.95747	0.000110288	-0.180244	-0.155747
CYP26A1	chr10	94833232	94837641	94835065	94835582	-1.22775	0.00589506	0.0138063	3.03568	0.000921119	-1.34537	-0.952547
CCNJ	chr10	97803159	97820625	97803477	97804109	-0.524853	0.0217332	0.0312695	2.29694	0.00504736	-0.435247	-0.077331
LOXL4	chr10	100007443	100028007	100015497	100016536	-0.601996	0.0241964	0.0367257	2.29266	0.00509726	-0.792802	-0.777336
LOXL4	chr10	100007443	100028007	100022809	100027888	-0.56471	0.0134291	0.0198629	3.3232	0.000475115	-1.20738	-0.980055
PAX2	chr10	102495466	102589698	102584742	102586765	3.30207	0.0023798	0.000241277	2.60083	0.00250707	-0.715713	0.701005
KCNIP2	chr10	103585731	103603677	103599612	103603252	-0.582796	0.0248084	0.0371568	2.01639	0.00962954	-0.638962	-0.761644
NEURL1	chr10	105253735	105352309	105331580	105344292	0.832002	0.040883	0.022966	3.85433	0.000139852	-0.550071	-1.44071
NEURL1	chr10	105253735	105352309	105344983	105349270	0.837398	0.251792	0.140916	3.45522	0.000350577	-0.250049	-0.170025
MXI1	chr10	111967363	112047123	111970074	111985761	-0.478304	0.0167905	0.023391	2.33189	0.00465699	-0.739546	-0.587411
VWA2	chr10	115999013	116054259	116050125	116050976	1.16789	0.011731	0.00522113	2.57012	0.00269076	-0.457671	-0.318038
TPO	chr2	1417233	1546499	1488627	1491592	1.29282	0.000623231	0.000254374	2.08861	0.00815435	0.161113	0.608193
COLEC11	chr2	3642422	3692234	3642759	3649495	1.25852	0.00231265	0.000966625	2.06561	0.00859788	-0.49855	-0.327833
DCDC2C	chr2	3751182	3895000	3756191	3774592	1.04879	0.000231548	0.000111924	2.14426	0.00717373	0.517649	2.60196
GREB1	chr2	11674242	11782912	11682944	11696579	0.497915	0.000513531	0.000363647	2.55233	0.00280327	-1.90723	0.188964
LOC100506457	chr2	12147242	12718474	12223744	12246943	0.381664	0.0103941	0.00797798	2.11204	0.00772608	-1.03295	-0.934863
TRIM54	chr2	27505297	27530307	27522285	27522397	4.58722	0.00240376	0.0001	2.10553	0.0078427	-0.649449	-2.28464
LOC100505716	chr2	28530558	28533326	28532442	28532803	-0.305399	0.171272	0.211652	3.31135	0.000488259	-1.00347	-0.9258
PLB1	chr2	28718938	28866653	28772952	28775794	1.66858	0.000534677	0.000168189	2.54203	0.00287057	0.212317	-2.76202
ALK	chr2	29415640	30144477	29419727	29420407	1.72209	0.00510711	0.00154802	2.23216	0.00585919	-0.654787	-1.00827
FSHR	chr2	49189296	49381666	49217777	49244627	-0.63286	0.000793651	0.00123066	3.47952	0.000331495	0.00889466	-1.27221
LINC00309	chr2	64412213	64432619	64416267	64419489	0.986185	0.120042	0.0605987	2.09075	0.00811425	-0.344264	-0.342127
LINC00309	chr2	64412213	64432619	64428493	64430126	0.829696	0.32222	0.181296	2.0072	0.00983569	-0.402036	-0.400391
SPRED2	chr2	65537985	65659656	65593932	65659095	1.13218	0.00372224	0.00169819	2.28265	0.00521616	-0.635967	-0.865606
LOC102800447	chr2	67313578	67516376	67492325	67495615	1.43544	0.000848797	0.00031383	2.33152	0.00466099	-0.961357	-2.58817
SMYD5	chr2	73441366	73454355	73441491	73445988	-0.272378	0.634416	0.766246	3.25231	0.000559361	-0.617634	-0.586907
C2orf81	chr2	74641303	74644844	74642746	74642835	0.648627	0.95464	0.608952	2.30225	0.00498594	-0.442711	-0.454708
C2orf81	chr2	74641303	74644844	74643055	74643137	0.915164	0.785966	0.416785	2.61787	0.00241063	-0.911938	-0.982464
DQX1	chr2	74745258	74753408	74750142	74750245	1.10441	0.0399704	0.0185899	2.0108	0.00975433	-0.816045	-0.997713
CTNNA2	chr2	79740060	80875988	79878785	79971512	-0.525116	0.000527489	0.000759083	2.07266	0.0084595	0.00867466	0.0051806
TCF7L1	chr2	85360583	85537511	85532527	85533328	0.746687	0.0144204	0.00859413	2.82922	0.00148176	-0.47888	-1.26627
UNC50	chr2	99225042	99234977	99225190	99226218	-0.264604	0.989074	1.18818	2.17603	0.00666763	-0.684975	-0.662004
NMS	chr2	101086944	101099742	101090002	101093705	-3.68526	0.00015298	0.00196792	3.12813	0.000744516	1.40276	-2.34076
LOC100287010	chr2	104995308	105024790	104996198	105010282	0.860207	0.000278095	0.000153195	2.52194	0.00300647	-0.246024	-0.538803
SULT1C2	chr2	108905095	108926371	108917392	108921029	-1.56661	0.0001438	0.000425947	2.10831	0.00779279	1.56272	0.279421
ACOXL	chr2	111490150	111875799	111691220	111744684	-0.270291	0.0103354	0.012465	2.60735	0.00246973	0	-0.090526
ACOXL	chr2	111490150	111875799	111753582	111789203	0.434448	0.00150692	0.00111509	2.29777	0.00503771	-0.809613	-0.586651
DPP10	chr2	115199899	116602326	116548933	116572368	0.448063	0.0011036	0.00080897	2.06272	0.00865526	0	0.00638329
CFAP221	chr2	120302008	120414237	120404627	120409549	0.49939	0.00026419	0.00018689	2.0626	0.00865768	-1.94275	1.07558
MYO7B	chr2	128293378	128395303	128317316	128321727	2.54607	0.00463583	0.000793751	3.6805	0.000208691	0.00761042	0.0904072
ZRANB3	chr2	135954539	136288806	136028966	136029337	1.36458	0.00210417	0.000817148	2.0626	0.00865768	-0.593132	-1.49176
ACVR2A	chr2	148602086	148688396	148602276	148602563	1.18554	0.0540018	0.0237424	4.88524	1.30246e-05	-0.0794605	-0.106237
LYPD6B	chr2	149894981	150071772	150017350	150061766	-2.42035	0.000350319	0.00187526	4.63485	2.31822e-05	0.162048	-2.91911
PLA2R1	chr2	160797260	160919126	160826724	160832578	1.08107	0.000221472	0.000104685	2.84636	0.00142444	0.626846	4.01605
SLC4A10	chr2	162480845	162841786	162627565	162660958	1.46298	0.000275678	0.0001	2.83551	0.00146046	-9.7538	4.70949
SLC4A10	chr2	162480845	162841786	162696438	162711479	3.00619	0.00100077	0.00012456	3.20225	0.000627704	-7.83152	1.97416
SLC4A10	chr2	162480845	162841786	162728895	162730425	5.0058	0.00553966	0.00017242	2.04119	0.00909511	-5.64909	1.18202
SLC4A10	chr2	162480845	162841786	162738955	162751188	1.60958	0.000479027	0.000156974	2.17588	0.00666998	-8.82646	1.06881
SLC4A10	chr2	162480845	162841786	162834271	162839688	5.28089	0.0728391	0.00187352	2.87066	0.00134692	-2.1811	-0.842183
SLC38A11	chr2	165754709	165812035	165768259	165771621	-0.687853	0.00616823	0.0099363	2.24693	0.00566331	-1.28499	-0.674278
SCN2A	chr2	166095912	166248820	166150646	166152282	1.16438	0.00121762	0.000543246	2.04092	0.00910084	-0.869323	-2.28942
SCN2A	chr2	166095912	166248820	166165954	166166832	1.3476	0.00648387	0.0025478	2.08302	0.00825992	-1.41793	-0.704468
LOC101926913	chr2	171556878	171627276	171574499	171580013	0.898364	0.000290731	0.000155975	2.71168	0.00194232	0.402187	1.34659
MIR548N	chr2	179246805	179541009	179350485	179355385	0.431778	0.0217985	0.0161603	2.58641	0.00259173	0	-0.604966
MIR548N	chr2	179246805	179541009	179401971	179402068	-0.478518	0.15464	0.215462	2.16648	0.00681585	0	-0.0552731
LOC101927431	chr2	195595319	195626159	195609423	195623893	0.778815	0.00363625	0.00211937	3.31482	0.000484374	-0.983252	-1.88407
DNAH7	chr2	196602427	196933536	196605594	196619060	-0.417784	0.0856443	0.11441	2.84341	0.00143415	-0.673548	-0.840065
DNAH7	chr2	196602427	196933536	196621010	196636383	-0.508289	0.0493531	0.0701979	2.09075	0.00811425	-0.595258	-0.660673
BOLL	chr2	198591603	198651036	198593303	198607784	-0.629053	0.0187077	0.0289323	2.66008	0.00218735	-0.351379	-0.27566
LOC101927641	chr2	200472791	200523855	200489320	200493786	0.988824	0.000324286	0.000163404	2.08217	0.00827615	0.426085	1.32573
ALS2CR12	chr2	202152994	202222121	202153505	202154179	-0.545989	0.360916	0.526945	2.77799	0.00166729	-0.977185	-0.9899
CPS1	chr2	211342406	211543832	211515163	211518748	-1.66373	0.00013744	0.000435456	2.31041	0.00489319	1.78511	-3.19781
OBSL1	chr2	220415450	220436268	220423182	220423946	1.31818	0.00180436	0.00072362	2.15613	0.00698018	-0.531054	-1.27991
LOC654841	chr2	228085768	228189880	228093349	228102683	-0.879293	0.00945589	0.0173938	4.86372	1.3686e-05	-0.905777	-1.03506
LOC654841	chr2	228085768	228189880	228109081	228109666	-0.870134	0.0887167	0.162159	5.01189	9.72993e-06	-0.428284	-0.376373
LOC654841	chr2	228085768	228189880	228109712	228110669	-0.757392	0.0326549	0.0552009	3.42566	0.000375269	-0.955378	-0.907399
LOC654841	chr2	228085768	228189880	228116088	228118011	-0.839873	0.0274872	0.0491991	5.03887	9.14382e-06	-1.08128	-0.987335
LOC654841	chr2	228085768	228189880	228118054	228118276	-0.807931	0.0630613	0.110401	4.12981	7.41631e-05	-0.571712	-0.523879
LOC654841	chr2	228085768	228189880	228119432	228120741	-0.68061	0.0937025	0.150188	3.54062	0.000287989	-0.408545	-0.402566
LOC654841	chr2	228085768	228189880	228120787	228121058	-0.905641	0.133247	0.249622	4.7012	1.98977e-05	-0.298783	-0.25537
LOC654841	chr2	228085768	228189880	228121113	228122318	-0.864779	0.0872461	0.15888	3.86725	0.000135752	-0.434637	-0.383206
LOC654841	chr2	228085768	228189880	228122361	228123893	-0.785132	0.049879	0.0859539	4.70601	1.96784e-05	-0.691578	-0.643729
LOC654841	chr2	228085768	228189880	228145307	228145608	-0.811796	0.094203	0.165364	3.51777	0.000303551	-0.619686	-0.594563
LOC654841	chr2	228085768	228189880	228153965	228154714	-0.673928	0.194827	0.310829	3.42003	0.000380163	-0.613289	-0.518704
LOC654841	chr2	228085768	228189880	228154805	228155462	-0.725414	0.220987	0.365374	3.73424	0.000184399	-0.552902	-0.452154
LOC654841	chr2	228085768	228189880	228155603	228157906	-0.679207	0.848211	1.35821	3.7146	0.00019293	-0.165673	-0.136217
LOC654841	chr2	228085768	228189880	228158034	228159205	-0.686275	1.05675	1.70045	3.74615	0.000179413	-0.13445	-0.109814
LOC654841	chr2	228085768	228189880	228159287	228159679	-0.655675	1.01223	1.59462	3.31141	0.000488196	-0.14008	-0.116816
LOC654841	chr2	228085768	228189880	228159779	228159984	-0.731446	0.472723	0.784864	3.7416	0.000181303	-0.284895	-0.228171
LOC654841	chr2	228085768	228189880	228160033	228162389	-0.639406	0.402664	0.627225	3.49168	0.000322345	-0.329231	-0.280263
LOC654841	chr2	228085768	228189880	228162576	228163397	-0.616973	0.130128	0.199571	3.15936	0.000692855	-0.842481	-0.743207
LOC654841	chr2	228085768	228189880	228163529	228167753	-0.735942	0.2437	0.405878	4.67762	2.10076e-05	-0.509489	-0.412894
LOC654841	chr2	228085768	228189880	228167827	228168574	-0.814464	0.267041	0.469631	4.98773	1.02866e-05	-0.471454	-0.363304
LOC654841	chr2	228085768	228189880	228168647	228168734	-0.767816	0.264866	0.450985	3.30357	0.000497086	-0.474695	-0.376517
LOC654841	chr2	228085768	228189880	228168861	228169700	-0.783997	0.492642	0.848278	4.57899	2.63637e-05	-0.274428	-0.212313
LOC654841	chr2	228085768	228189880	228169800	228170175	-0.658021	0.177135	0.279505	3.7917	0.000161549	-0.662332	-0.566731
LOC654841	chr2	228085768	228189880	228173793	228173919	-0.595035	0.182693	0.275959	2.72738	0.00187336	-0.907434	-0.961223
LOC654841	chr2	228085768	228189880	228174035	228175491	-0.744522	0.168448	0.282221	3.82916	0.000148196	-0.963351	-0.945575
CHRND	chr2	233390870	233401375	233396367	233398640	0.972056	0.00895884	0.00456703	2.58112	0.00262351	-1.32881	-0.985966
UGT1A7	chr2	234590584	234681945	234638640	234651395	-0.299056	0.000472433	0.000581253	2.12945	0.00742243	-0.689822	-0.982674
UGT1A6	chr2	234600321	234681951	234638640	234651395	-0.299056	0.000472433	0.000581253	2.12945	0.00742243	-0.0926731	-1.2958
UGT1A5	chr2	234621638	234681945	234638640	234651395	-0.299056	0.000472433	0.000581253	2.12945	0.00742243	-0.103476	-0.243908
UGT1A4	chr2	234627438	234681945	234638640	234651395	-0.299056	0.000472433	0.000581253	2.12945	0.00742243	-1.18624	-0.541411
UGT1A3	chr2	234637773	234681945	234638640	234651395	-0.299056	0.000472433	0.000581253	2.12945	0.00742243	-0.553523	-0.899382
FAM132B	chr2	239067649	239077532	239071480	239072377	1.65699	0.00162875	0.000516479	2.71168	0.00194232	-0.227437	-0.773194
KIF1A	chr2	241653181	241759725	241656824	241657466	2.92743	0.000760755	0.0001	2.46932	0.00339376	-0.447024	-2.26292
SNED1	chr2	241938255	242033643	241992744	242002207	-1.03939	2.26422	4.65378	6.04316	9.054e-07	-0.737338	-0.79866
PIGQ	chr16	619968	634136	620097	624065	0.399156	0.0345849	0.0262258	2.03486	0.00922876	-1.19203	-0.630958
MEIOB	chr16	1883984	1922179	1907932	1910403	1.84777	0.000932891	0.000259176	3.13448	0.000733698	-1.25276	0.579314
E4F1	chr16	2273489	2285743	2273772	2278372	0.245922	0.337795	0.284855	2.06271	0.00865548	-0.291043	-0.258827
ABCA17P	chr16	2390923	2476700	2391375	2411116	0.932258	0.00683258	0.00358053	5.63012	2.3436e-06	-0.967452	-1.02609
SMIM22	chr16	4838398	4846492	4838773	4844952	0.964638	0.00573024	0.00293622	2.9319	0.00116976	-0.776382	-0.652005
MYH11	chr16	15796992	15950887	15878576	15880486	1.33904	0.000725743	0.000286874	2.03343	0.00925909	0.158723	0.577576
DNAH3	chr16	20944433	21170762	21123420	21128523	-2.15056	0.00256367	0.0113827	9.36572	4.30805e-10	0.0221297	0.000226348
DNAH3	chr16	20944433	21170762	21156728	21157304	-1.65774	0.00658636	0.0207814	4.3427	4.54252e-05	-0.901832	-0.928542
ZP2	chr16	21208773	21225831	21211200	21212689	-1.66748	0.00064475	0.00204811	2.70889	0.00195484	0.204901	-0.646986
ATP2A1	chr16	28889809	28915830	28890111	28890419	0.65348	0.0778655	0.0495026	2.10967	0.00776844	-0.718688	-0.876788
ZNF48	chr16	30389633	30411429	30391355	30392447	-0.283082	3.49466	4.25228	2.33189	0.00465699	-0.48159	-0.392791
ZNF48	chr16	30389633	30411429	30392566	30392659	-0.31057	2.26622	2.81056	2.46257	0.00344693	-0.688039	-0.559201
ABCC12	chr16	48116884	48180681	48130814	48134782	1.13873	0.000307838	0.000139807	2.22799	0.0059158	-1.57399	1.68838
MIR548AE2	chr16	48274603	48420559	48286277	48290489	0.410693	0.0186634	0.0140398	2.45239	0.00352868	0	0
SNX20	chr16	50700211	50715264	50705551	50706885	0.403234	3.21902	2.4341	4.34389	4.53009e-05	-0.221319	-0.224703
TEPP	chr16	58010339	58022017	58011944	58018206	0.874343	0.00115834	0.000631876	2.37479	0.00421903	-0.575659	-0.43564
HSF4	chr16	67197288	67203848	67198838	67199424	0.691601	0.145005	0.0897822	2.29242	0.00510017	-0.255311	-0.213127
DPEP2	chr16	68021293	68033421	68027161	68033277	-0.360039	3.97908	5.10699	2.0072	0.00983569	-0.827472	-0.841323
HYDIN	chr16	70841287	71264625	70843911	70852244	1.61447	0.00104204	0.000340317	2.28074	0.00523908	-0.627913	0.330323
CHST4	chr16	71560023	71572493	71560399	71570562	-0.586635	0.00113331	0.00170193	2.07386	0.00843601	-0.400202	-0.731371
MON1B	chr16	77224816	77233543	77225156	77225372	-0.237073	1.01226	1.19305	2.54479	0.00285243	-0.564858	-0.574502
SPIRE2	chr16	89894907	89937727	89895203	89911729	1.05669	0.00734029	0.00352872	3.91872	0.00012058	-0.0436454	-0.272674
AFG3L1P	chr16	90038988	90067195	90039241	90044012	0.391965	0.981864	0.748269	2.73481	0.00184157	-0.567558	-0.579197
GAS8	chr16	90086037	90111379	90086540	90089007	1.87469	0.0266086	0.00725579	7.29104	5.11629e-08	-0.782283	-1.04631
GET4	chr7	916191	936071	916438	925692	-0.249073	0.484631	0.575956	2.0072	0.00983569	-1.192	-0.832751
TMEM184A	chr7	1581871	1596066	1587576	1588154	1.04643	0.031938	0.0154632	2.1342	0.00734169	-0.95809	-0.894869
RSPH10B2#2	chr7	6793740	6838396	6831629	6836198	-0.553072	0.0961091	0.141012	2.01639	0.00962954	-0.483953	-0.350247
RSPH10B#2	chr7	6793740	6838396	6831629	6836198	-0.553072	0.0961091	0.141012	2.01639	0.00962954	-0.483953	-0.350247
HDAC9	chr7	18126572	19036992	18166933	18201851	0.472273	0.000907381	0.000654066	2.29243	0.00510002	0	-0.616633
C7orf71	chr7	26677490	26686889	26680384	26685918	-0.599679	0.0590553	0.0894912	3.55289	0.000279969	-0.265304	-0.128857
HOXA3	chr7	27145809	27166639	27148340	27149733	-1.09831	0.00512735	0.0109778	2.14732	0.00712333	-0.873173	-0.890269
FKBP9	chr7	32997016	33046543	32997407	33003155	0.705617	0.00100344	0.000615291	2.26005	0.00549483	-2.56804	-0.697177
DPY19L2P1	chr7	35120899	35225774	35161221	35163609	-0.96086	0.00824744	0.0160534	4.27646	5.29099e-05	-1.4317	-0.216684
LOC100507468	chr7	69061124	69062481	69061420	69062219	1.09885	0.0031706	0.00148032	2.26656	0.00541307	-0.854134	-1.14232
WBSCR17	chr7	70597523	71178586	70800720	70853220	-0.346804	0.000159274	0.000202555	2.1351	0.00732658	0.314291	0.138729
PMS2P5#1	chr7	72476619	72520245	72492688	72492809	-0.257513	1.47282	1.76063	2.0534	0.00884294	-1.03815	-0.867978
SPDYE8P#1	chr7	72490260	72500309	72492688	72492809	-0.257513	1.47282	1.76063	2.0534	0.00884294	-0.882584	-0.872117
GTF2IRD1	chr7	73868120	74016920	73868507	73922404	1.37937	0.00320179	0.00123073	4.24896	5.63695e-05	-0.595275	-0.976174
PMS2P5#3	chr7	74702377	74988276	74944038	74944159	-0.262296	1.4782	1.77293	2.01639	0.00962954	-0.783808	-0.753133
SPDYE8P#2	chr7	74936533	74946587	74944038	74944159	-0.262296	1.4782	1.77293	2.01639	0.00962954	-0.961786	-0.939408
SSC4D	chr7	76018646	76039012	76033823	76038730	0.881744	0.00423414	0.00229791	2.7021	0.00198566	-0.810908	-0.98842
ZP3	chr7	76026841	76071388	76033823	76038730	0.891437	0.00402732	0.00217103	2.75591	0.00175423	-1.32518	-0.859956
SEMA3A	chr7	83587659	83824217	83689875	83739785	-0.436132	0.00161549	0.00218571	2.35176	0.00444874	0	-0.268883
PPP1R9A	chr7	94536949	94925727	94833043	94855272	3.03213	0.0232136	0.00283779	7.24912	5.63488e-08	-1.17721	-0.38549
PON1	chr7	94927669	94953884	94931646	94935596	2.95715	0.0432773	0.00557274	7.48937	3.2406e-08	-0.986427	-0.485569
PON1	chr7	94927669	94953884	94940890	94944633	2.51529	0.0258496	0.00452142	6.68358	2.07212e-07	-0.982502	-0.822924
PON1	chr7	94927669	94953884	94944803	94946045	2.61289	0.00811057	0.00132585	5.4228	3.7775e-06	-1.00128	-0.602828
PON1	chr7	94927669	94953884	94946102	94947634	2.51903	0.00468683	0.000817662	4.61142	2.44668e-05	-2.30364	-0.871592
PON1	chr7	94927669	94953884	94947706	94953713	1.86685	0.00637755	0.00174855	5.89467	1.27448e-06	-0.848647	0.0694183
NYAP1	chr7	100081550	100092424	100081625	100082850	1.18734	0.00723697	0.00317784	2.81013	0.00154834	-0.155576	-0.485322
ACTL6B	chr7	100240726	100254084	100246286	100246351	1.46362	0.0307931	0.0111651	2.25178	0.00560035	-0.83285	-0.75603
SH2B2	chr7	101928353	101962178	101928550	101936368	-0.699551	0.087972	0.142866	3.65197	0.000222861	-0.57338	-0.41189
SH2B2	chr7	101928353	101962178	101936454	101943805	-0.674767	0.183999	0.293725	3.5161	0.000304721	-0.302548	-0.215018
FOXP2	chr7	113726365	114333827	113928165	114055051	0.661904	0.000168228	0.000106327	2.01476	0.0096659	-5.19846	1.17701
LINC01393	chr7	114719012	114766368	114719164	114758786	-0.352942	0.00464797	0.00593622	2.97658	0.00105541	-0.171003	-0.277746
TFEC	chr7	115575202	115670867	115580986	115581946	-3.44326	0.196868	2.1414	4.65916	2.19199e-05	-1.00311	-0.844377
LOC100130705	chr7	128506464	128512101	128506885	128508719	-1.00675	0.0781341	0.157001	5.93047	1.17363e-06	-0.819493	-0.530621
KCP	chr7	128516919	128550773	128517366	128517537	-2.13673	0.00962089	0.0423093	5.42285	3.77703e-06	-0.980551	-1.00581
CPA5	chr7	129984630	130008571	129989951	129999429	1.50225	0.0029599	0.00104485	3.12961	0.00074198	0.0107392	-0.259545
CPA5	chr7	129984630	130008571	129999529	130000983	1.54114	0.00420499	0.00144489	2.79805	0.00159204	-0.561818	-0.545476
CPA5	chr7	129984630	130008571	130001086	130002278	1.44078	0.0143872	0.0052998	3.92915	0.000117721	-1.4031	-0.806932
